"ID","Number of references","Number of references outside selected database","Number of self-cited references","List ID of references","Title","Authors","Source title","Publisher","Year","Link"
"2661","54","54","0","","Isogeometric nonlinear bending and buckling analysis of variable-thickness composite plate structures","Le-Manh T., Huynh-Van Q., Phan T.D., Phan H.D., Nguyen-Xuan H.","Composite Structures","Elsevier Ltd","2017","10.1016/j.compstruct.2016.09.067"
"2662","40","34","6","867,3250,3249,2933,4031,2644","Isogeometric nonlinear transient analysis of porous FGM plates subjected to hygro-thermo-mechanical loads","Phung-Van P., Thai C.H., Ferreira A.J.M., Rabczuk T.","Thin-Walled Structures","Elsevier Ltd","2020","10.1016/j.tws.2019.106497"
"2663","89","76","13","3111,871,1097,867,4031,3250,4027,3249,1090,3109,2213,836,4811","Isogeometric size optimization of bi-directional functionally graded beams under static loads","Truong T.T., Nguyen-Thoi T., Lee J.","Composite Structures","Elsevier Ltd","2019","10.1016/j.compstruct.2019.111259"
"2664","84","82","2","349,2643","Isogeometric stability analysis of thin shells: From simple geometries to engineering models","Guo Y., Do H., Ruess M.","International Journal for Numerical Methods in Engineering","John Wiley and Sons Ltd","2019","10.1002/nme.6020"
"2665","42","42","0","","Isogeometric static analysis of laminated composite plane beams by using refined zigzag theory","Hasim K.A.","Composite Structures","Elsevier Ltd","2018","10.1016/j.compstruct.2017.12.033"
"2666","93","85","7","4138,1088,2642,162,328,867,4142,4163","Isogeometric static and dynamic analysis of laminated and sandwich composite plates using nonpolynomial shear deformation theory","Gupta A., Ghosh A.","Composites Part B: Engineering","Elsevier Ltd","2019","10.1016/j.compositesb.2019.107295"
"2667","64","57","7","1090,2661,526,4779,2191,2184,4603","Isogeometric three-dimensional vibration of variable thickness parallelogram plates with in-plane functionally graded porous materials","Chen M., Ye T., Zhang J., Jin G., Zhang Y., Xue Y., Ma X., Liu Z.","International Journal of Mechanical Sciences","Elsevier Ltd","2020","10.1016/j.ijmecsci.2019.105304"
"2668","64","63","1","3607","Isogeometric topology optimization based on energy penalization for symmetric structure","Xie X., Wang S., Ye M., Xia Z., Zhao W., Jiang N., Xu M.","Frontiers of Mechanical Engineering","Higher Education Press","2020","10.1007/s11465-019-0568-4"
"2669","68","67","1","2000","Isogeometric topology optimization for computational design of re-entrant and chiral auxetic composites","Gao J., Xiao M., Gao L., Yan J., Yan W.","Computer Methods in Applied Mechanics and Engineering","Elsevier B.V.","2020","10.1016/j.cma.2020.112876"
"2670","60","60","0","","Isogeometric topology optimization for rational design of ultra-lightweight architected materials","Xu J., Gao L., Xiao M., Gao J., Li H.","International Journal of Mechanical Sciences","Elsevier Ltd","2020","10.1016/j.ijmecsci.2019.105103"
"2671","77","76","1","349","Isogeometric topology optimization of anisotropic metamaterials for controlling high-frequency electromagnetic wave","Nishi S., Yamada T., Izui K., Nishiwaki S., Terada K.","International Journal for Numerical Methods in Engineering","John Wiley and Sons Ltd","2020","10.1002/nme.6263"
"2672","50","39","11","3250,4779,1090,2184,4603,871,2191,2667,2658,4138,2638","Isogeometric vibration analysis of multi-directional functionally gradient circular, elliptical and sector plates with variable thickness","Zhong S., Jin G., Ye T., Zhang J., Xue Y., Chen M.","Composite Structures","Elsevier Ltd","2020","10.1016/j.compstruct.2020.112470"
"2673","35","33","2","2017,4132","Isogeometric vibration and buckling analyses of curvilinearly stiffened composite laminates","Qin X.C., Dong C.Y., Yang H.S.","Applied Mathematical Modelling","Elsevier Inc.","2019","10.1016/j.apm.2019.03.045"
"2674","52","50","2","1020,4813","Isogeometric-stepwise vibrational behavior of rotating functionally graded blades with variable thickness at an arbitrary stagger angle subjected to thermal environment","Ansari E., Setoodeh A.R., Rabczuk T.","Composite Structures","Elsevier Ltd","2020","10.1016/j.compstruct.2020.112281"
"2675","22","22","0","","Iterative two-stage approach for identifying structural damage by combining the modal strain energy decomposition method with the multiobjective particle swarm optimization algorithm","Xu M., Wang S., Jiang Y.","Structural Control and Health Monitoring","John Wiley and Sons Ltd","2019","10.1002/stc.2301"
"2676","76","76","0","","Jack up reliability analysis: An overview","Idris A., Harahap I.S.H., Ali M.O.A.","Frontiers of Structural and Civil Engineering","Higher Education Press","2018","10.1007/s11709-017-0443-5"
"2677","54","54","0","","Janus Bi2XYZ monolayers for light harvesting and energy conversion from first-principles calculations","Wang Y., Wei W., Li F., Huang B., Dai Y.","Physica E: Low-Dimensional Systems and Nanostructures","Elsevier B.V.","2020","10.1016/j.physe.2019.113823"
"2678","31","30","1","3981","Jeffery–Hamel flow of hybrid nanofluids in convergent and divergent channels with heat transfer characteristics","Hafeez M., Hashim, Khan M.","Applied Nanoscience (Switzerland)","Springer","2020","10.1007/s13204-020-01427-6"
"2679","41","39","2","1403,2802","Jeffrey nanofluid flow near a Riga plate: Spectral quasilinearization approach","Ansari M.S., Magagula V.M., Trivedi M.","Heat Transfer - Asian Research","John Wiley and Sons Inc.","2020","10.1002/htj.21673"
"2680","48","47","1","3643","Keller-Box analysis of Buongiorno Model with Brownian and thermophoretic diffusion for casson nanofluid over an inclined surface","Rafique K., Anwar M.I., Misiran M., Khan I., Alharbi S.O., Thounthong P., Nisar K.S.","Symmetry","MDPI AG","2019","10.3390/sym11111370"
"2681","35","32","3","2156,2387,4162","Key parameters for fracture toughness of particle/polymer nanocomposites; sensitivity analysis via XFEM modeling approach","Hamdia K.M., Rabczuk T.","Lecture Notes in Mechanical Engineering","Pleiades Publishing","2019","10.1007/978-981-13-0411-8_4"
"2682","59","59","0","","Kinetic analysis of polyhedral block system using an improved potential-based penalty function approach for explicit discontinuous deformation analysis","Zheng F., Zhuang X., Zheng H., Jiao Y.-Y., Rabczuk T.","Applied Mathematical Modelling","Elsevier Inc.","2020","10.1016/j.apm.2020.01.026"
"2683","113","113","0","","Kinetic energy based model assessment and sensitivity analysis of vortex induced vibration of segmental bridge decks","Nariman N.A.","Frontiers of Structural and Civil Engineering","Higher Education Press","2017","10.1007/s11709-017-0435-5"
"2684","28","28","0","","Kinetics of MgO reduction in CaO-Al2 O3-MgO slag by Al in liquid Fe","Liu C., Liu X., Yang X., Zhang H., Zhong M.","Metals","MDPI AG","2019","10.3390/met9090998"
"2685","16","16","0","","Kinetics of the volume shrinkage of a magnetite/carbon composite pellet during solid-state carbothermic reduction","Wang G., Wang J., Xue Q.","Metals","MDPI AG","2018","10.3390/met8121050"
"2686","49","48","1","349","Kirchhoff–Love shell formulation based on triangular isogeometric analysis","Zareh M., Qian X.","Computer Methods in Applied Mechanics and Engineering","Elsevier B.V.","2019","10.1016/j.cma.2018.12.034"
"2687","34","34","0","","Kriging-Based Timoshenko Beam Elements with the Discrete Shear Gap Technique","Wong F.T., Sulistio A., Syamsoeyadi H.","International Journal of Computational Methods","World Scientific Publishing Co. Pte Ltd","2018","10.1142/S0219876218500640"
"2688","31","30","1","3058","Kriging-assisted design optimization of the impeller geometry for an automotive torque converter","Chen J., Wu G.","Structural and Multidisciplinary Optimization","Springer Verlag","2018","10.1007/s00158-017-1857-3"
"2689","58","54","4","1003,2318,4003,2331","LBM simulation of MHD nanofluid heat transfer in a square cavity with a cooled porous obstacle: effects of various temperature boundary conditions","Ma Y., Yang Z.","Journal of Thermal Analysis and Calorimetry","Springer Netherlands","2019","10.1007/s10973-019-09164-x"
"2690","27","27","0","","LTD Stirling engine with regenerator. Numerical and experimental study","Martaj N., Bennacer R., Grosu L., Savarese S., Laaouatni A.","Mechanics and Industry","EDP Sciences","2017","10.1051/meca/2016023"
"2691","39","37","2","1493,4049","Lagrangian finite element method with nodal integration for fluid–solid interaction","Franci A.","Computational Particle Mechanics","Springer","2020","10.1007/s40571-020-00338-1"
"2692","43","41","2","4162,2156","Laminate analogy approach for the effective elastic properties of metal matrix nanocomposites filled with randomly dispersed graphene nanoplatelets","Pakseresht M., Ansari R., Hassanzadeh-Aghdam M.K.","Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science","SAGE Publications Ltd","2020","10.1177/0954406219888958"
"2693","43","42","1","4162","Landslide Risk Assessment by using a New Combination Model based on a Fuzzy Inference System Method","Azimi S.R., Nikraz H., Yazdani-Chamzini A.","KSCE Journal of Civil Engineering","Springer Verlag","2018","10.1007/s12205-018-0041-7"
"2694","54","54","0","","Large Amplitude Dynamic Analysis of FGM Cylindrical Shells on Nonlinear Elastic Foundation under Thermomechanical Loads","Hadi A., Ovesy H.R., Shakhesi S., Fazilati J.","International Journal of Applied Mechanics","World Scientific Publishing Co. Pte Ltd","2017","10.1142/S1758825117501058"
"2695","48","48","0","","Large area vertically oriented few-layer mos2 for efficient thermal conduction and optoelectronic applications","Majee B.P., Bhawna, Singh A., Prakash R., Mishra A.K.","Journal of Physical Chemistry Letters","American Chemical Society","2020","10.1021/acs.jpclett.9b03726"
"2696","50","50","0","","Large deflection behavior effect in reinforced concrete columns exposed to extreme dynamic loads","Abedini M., Mutalib A.A., Zhang C., Mehrmashhadi J., Raman S.N., Alipour R., Momeni T., Mussa M.H.","Frontiers of Structural and Civil Engineering","Higher Education Press","2020","10.1007/s11709-020-0604-9"
"2697","24","24","0","","Large deformation explicit dynamics for nearly incompressible materials using F-bar aided edge-based smoothed finite element method with four-node tetrahedral elements","Iida R., Onishi Y., Amaya K.","Transactions of the Japan Society for Computational Engineering and Science","Japan Society for Computational Engineering and Science","2017","10.11421/jsces.2017.20170001"
"2698","47","44","3","2058,1356,248","Large deformation in bi-material components by XIGA and coupled FE-IGA techniques","Jameel A., Harmain G.A.","Mechanics of Advanced Materials and Structures","Taylor and Francis Inc.","2020","10.1080/15376494.2020.1799120"
"2699","34","33","1","3058","Large deformation of corrugated sandwich panels under three-point bending","Xia F., Durandet Y., Yu T.X., Ruan D.","Journal of Sandwich Structures and Materials","SAGE Publications Ltd","2020","10.1177/1099636220927650"
"2700","47","47","0","","Large strained fracture of nearly incompressible hyperelastic materials: Enhanced assumed strain methods and energy decomposition","Ye J.-Y., Zhang L.-W., Reddy J.N.","Journal of the Mechanics and Physics of Solids","Elsevier Ltd","2020","10.1016/j.jmps.2020.103939"
"2701","34","34","0","","Large time steps in the explicit formulation of transient heat transfer","Li E., He Z.C., Tang Q., Zhang G.Y.","International Journal of Heat and Mass Transfer","Elsevier Ltd","2017","10.1016/j.ijheatmasstransfer.2017.01.065"
"2702","296","296","0","","Large-area 2D TMD layers for mechanically reconfigurable electronic devices","Ko T.-J., Wang M., Yoo C., Okogbue E., Islam M.A., Li H., Shawkat M.S., Han S.S., Oh K.H., Jung Y.","Journal of Physics D: Applied Physics","Institute of Physics Publishing","2020","10.1088/1361-6463/ab87bb"
"2703","32","32","0","","Large-scale parallelization of nanomechanical mass spectrometry with weakly-coupled resonators","Stassi S., De Laurentis G., Chakraborty D., Bejtka K., Chiodoni A., Sader J.E., Ricciardi C.","Nature Communications","Nature Publishing Group","2019","10.1038/s41467-019-11647-2"
"2704","30","30","0","","Lateral Control of Functionally Graded Composite Beam under Static Load by using Piezoelectric Layer","Toudehdehghan A.","IOP Conference Series: Materials Science and Engineering","Institute of Physics Publishing","2020","10.1088/1757-899X/854/1/012034"
"2705","37","36","1","2124","Lateral-Torsional Stability Analysis of a Simply Supported Axially Functionally Graded Beam with a Tapered I-Section","Soltani M., Asgarian B.","Mechanics of Composite Materials","Springer","2020","10.1007/s11029-020-09859-5"
"2706","164","164","0","","Lattice Boltzmann application to nanofluids dynamics-A review","Aliu O., Sakidin H., Foroozesh J., Yahya N.","Journal of Molecular Liquids","Elsevier B.V.","2020","10.1016/j.molliq.2019.112284"
"2707","35","35","0","","Lattice Boltzmann method for consolidation analysis of saturated clay","Kim P., Kim Y.-G., Paek C.-H., Ma J.","Journal of Ocean Engineering and Science","Shanghai Jiaotong University","2019","10.1016/j.joes.2019.04.004"
"2708","39","39","0","","Lattice Boltzmann simulation of melting heat transfer in a composite phase change material","Han Q., Wang H., Yu C., Zhang C.","Applied Thermal Engineering","Elsevier Ltd","2020","10.1016/j.applthermaleng.2020.115423"
"2709","33","33","0","","Lattice spring model with angle spring and its application in fracture simulation of elastic brittle materials","Wang T., Zhou M., Li Y., Yu Y., He H.","Theoretical and Applied Fracture Mechanics","Elsevier B.V.","2020","10.1016/j.tafmec.2019.102469"
"2710","17","17","0","","Layered phase field approach to shells","Brunetti M., Freddi F., Sacco E.","Lecture Notes in Mechanical Engineering","Springer","2020","10.1007/978-3-030-41057-5_36"
"2711","24","24","0","","Learning dynamic factors to improve the accuracy of bus arrival time prediction via a recurrent neural network","Zhou X., Dong P., Xing J., Sun P.","Future Internet","MDPI AG","2019","10.3390/FI11120247"
